town,articles,deaths_min,bureau_id,lat,target,deaths,country,deaths_max,number,children,tweet_id,lon,location,civilians,date,bij_summary_short,_id,bij_link,injuries,names
"Tabbi, near Miranshah",[],3,Ob302,33.00175347,,4-Mar,Pakistan,4,447,0,3.37667E+17,70.01415253,North Waziristan,0-3,2012-12-09T00:00:00.000Z,"3-4 were killed, including an alleged militant commander Mohammad Ahmed Almansoor. A compound and a car were destroyed in the strike.",52093bda8d8b4098c50383fc,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,0,[u'']
"Hassokhel, near Mir Ali",[],3,Ob303,32.98462003,,6-Mar,Pakistan,6,448,0,3.37668E+17,70.37618637,North Waziristan,0,2012-12-21T00:00:00.000Z,At least three alleged militants were reported killed in a strike on a house near Mir Ali.,52093bda8d8b4098c50383fd,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,2,[u'']
Manaseh,[],2,YEM123,14.099622,,3-Feb,Yemen,3,449,,3.37669E+17,45.432054,Al Bayda Province,,2012-12-24T00:00:00.000Z,At least two men were killed in a suspected US drone strike in the southern Bayda province. It was the first strike in Yemen for 47 days and local media reported it hit a car.,52093bda8d8b4098c50383fe,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,3,[u'']
Shehr,[],3,YEM124,16.539117,,5-Mar,Yemen,5,450,,3.3767E+17,49.149095,Hadhramaut Province,,2012-12-24T00:00:00.000Z,Up to five more alleged militants were killed in the second suspected US drone strike of the day.,52093bda8d8b4098c50383ff,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,1,[u'']
Shehr,[],2,YEM125,16.539117,,2,Yemen,2,451,,3.37673E+17,49.149095,Hadhramaut Province,,2012-12-28T00:00:00.000Z,"Missiles fired at a moving motorcycle killed two alleged al Qaeda militants near the town of Shehr, the site of a strike four days earlier.",52093bda8d8b4098c5038400,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,,[u'']
"Gurbaz, Shawal",[],4,Ob304,33.01873964,,5-Apr,Pakistan,5,452,0,3.37674E+17,69.65881348,North Waziristan,Possibly,2012-12-28T00:00:00.000Z,4-5 people were killed in a strike in the Shawal Valley area on the border of North and South Waziristan.,52093bda8d8b4098c5038401,http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/,2,[u'']
Al Manaseh,[],3,YEM126,14.099622,,4-Mar,Yemen,4,453,,3.37675E+17,45.432054,Al Bayda Province,,2012-12-29T00:00:00.000Z,"Missiles hit a Land Cruiser travelling on the outskirts of al-Manaseh village, near Radda, in the fourth strike in a week. At least three alleged al Qaeda members died, including Saleh Mohammed al Ameri, described by unnamed local officials as a senior al Qaeda operative. Û÷Their bodies were charred and the car was completely obliterated,Ûª a tribesman told Reuters. Û÷Their bodies were not recognisable, but the government says theyÛªre from al Qaeda.'",52093bda8d8b4098c5038402,http://www.thebureauinvestigates.com/2012/05/08/yemen-reported-us-covert-action-2012/,2,[u'']
,[],1,YEM127,14.653544,,1,Yemen,1,454,,3.37676E+17,47.009442,Shabwah Province,,2013-01-01T00:00:00.000Z,"In February AFP reported Adel al Abab (aka Adil al Abab, Abu al Zubair) was killed in the second of a pair of strikes in a mountainous region in the eastern Shabwah province. An al Qaeda in the Arabian Peninsula (AQAP) source told the agency: 'A drone strike had targetted Sheikh Adel al-Abab's vehicle but he escaped and fled to a mountainous region where a raid by another drone killed him immediately.'",52093bda8d8b4098c5038403,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
"Angor Adda, near Wana",[],6,Ob305,32.48659683,Maulvi Nazir,11-Jun,Pakistan,11,455,0,3.37677E+17,69.28321838,South Waziristan,0,2013-01-02T00:00:00.000Z,"In one of their most significant strikes in recent years, CIA drones killed Maulvi Nazir, the powerful leader of the so-called 'good Taliban'.",52093bda8d8b4098c5038404,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,0,[u'']
Mir Ali,[],3,Ob306,32.95826549,,6-Mar,Pakistan,6,456,0,3.37678E+17,70.24108887,North Waziristan,0,2013-01-03T00:00:00.000Z,"A strike on a vehicle near Mir Ali, North Waziristan, reportedly killed 3-6 people.",52093bda8d8b4098c5038405,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,0,[u'']
Radaa,[],3,YEM128,14.410844,,3,Yemen,3,457,,3.37679E+17,44.840248,Al Bayda Province,,2013-01-04T00:00:00.000Z,At least three people were killed in a reported drone strike on a vehicle in a Û÷mountainous areaÛª near Radaa. The following day Reuters reported that local tribesmen demonstrated in Radaa against US drone strikes. One told the news agency that Û÷seven innocent civiliansÛª had been killed in recent strikes.,52093bda8d8b4098c5038406,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Babar Ghar,[],8,Ob307,32.65389,Wali Muhammad Mehsud,18-Aug,Pakistan,18,458,0,3.3768E+17,70.19083,South Waziristan,0,2013-01-06T00:00:00.000Z,Alleged TTP commander Wali Muhammad Mehsud - reportedly responsible for training suicide bombers - among the dead after as many as five CIA drones bombarded Babar Ghar.,52093bda8d8b4098c5038407,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,7,[u'']
"Haiderkhel, near Mir Ali",[],4,Ob308,32.9700756,Sheikh Yaseen al Somali,9-Apr,Pakistan,9,459,0-1,3.37682E+17,70.31078339,North Waziristan,0-2,2013-01-08T00:00:00.000Z,Alleged al Qaeda deputy commander of militant training in Pakistan and Afghanistan killed in the first of twin strikes near Mir Ali,52093bda8d8b4098c5038408,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,4,[u'']
"Hassokhel, near Mir Ali",[],2,Ob309,32.953944,,4-Feb,Pakistan,4,460,0,3.37684E+17,70.262883,North Waziristan,0,2013-01-08T00:00:00.000Z,"At least 2 killed in second strike, 15 minutes after the first near Mir Ali.",52093bda8d8b4098c5038409,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,2,[u'']
"Hassokhel, near Mir Ali",[],3,Ob310,32.953944,,6-Mar,Pakistan,6,461,0,3.37685E+17,70.262883,North Waziristan,0,2013-01-10T00:00:00.000Z,At least three killed in a strike on a motorcycle and house or compound.,52093bda8d8b4098c503840a,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,,[u'']
Wadi Abida,[],0,YEM129,15.519499,,0,Yemen,0,462,,3.37686E+17,45.317648,Marib Province,,2013-01-19T00:00:00.000Z,The first of a barrage of strikes to hit central Yemen missed its target. Xinhua reported the strike missed a vehicle in an orchard in the al Masil area of Wadi Abeeda.,52093bda8d8b4098c503840b,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Wadi Abida,[],2,YEM130,15.519499,,4-Feb,Yemen,4,463,,3.37687E+17,45.317648,Marib Province,0-3,2013-01-19T00:00:00.000Z,"Several sources, Reuters among them, reported a drone destroyed the vehicle it missed in the first strike. However AFP reported the four occupants had escaped on foot after their narrow escape earlier in the evening. Associated Press, Al Jazeera and Yemen Post identified up to six possible civilian casualties over the course of the day.",52093bda8d8b4098c503840c,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Wadi Abida,[],4,YEM131,15.519499,,6-Apr,Yemen,6,464,,3.37688E+17,45.317648,Marib Province,0-4,2013-01-19T00:00:00.000Z,"At least two were killed in the last strike of the night, although a military vehicle stolen from the Yemen army and carrying six was reportedly destroyed. AFP initially reported that the strike killed four people from the Û÷al Haytak clan, part of the Abida tribeÛª without specifying if they were also al Qaeda militants. However the agency subsequently reported five alleged al Qaeda militants perished in the strike, including Hamad Hassan Ghreib (aka Amhed Bin Hassan Ali Gahreib).",52093bda8d8b4098c503840d,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Al Kanais,[],3,YEM131a,15.769722,,3,Yemen,3,465,,3.37689E+17,45.41,Marib Province,,2013-01-20T00:00:00.000Z,"A fourth strike was reported by the Yemen Observer. Ali al Ghulaisi, spokesman for MaribÛªs governor, said three alleged militants were killed when a car was destroyed in a desert area of Marib near the border with Jawf province.",52093bda8d8b4098c503840e,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Nakhla,[],2,YEM132,15.460938,,4-Feb,Yemen,4,466,,3.3769E+17,45.321382,Marib Province,,2013-01-21T00:00:00.000Z,At least two men were killed while driving on the Sanaa-Marib highway. Witnesses told Reuters a US drone targeted the vehicle northeast of the capital. Security officials said three people were injured in the strike.,52093bda8d8b4098c503840f,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,3,[u'']
Al Boka,[],3,YEM133,16.565146,,5-Mar,Yemen,5,467,,3.37692E+17,45.538211,Al Jawf Province,,2013-01-22T00:00:00.000Z,"An evening strike reportedly targeted vehicles at an alleged militant training ground, killing at least three and injuring Û÷severalÛ÷.",52093bda8d8b4098c5038410,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,Several,[u'']
Khawlan,[],4,YEM134,15.704444,,7-Apr,Yemen,7,468,,3.37693E+17,43.448889,Sanaa Province,2,2013-01-23T00:00:00.000Z,A Toyota Hilux was reportedly Û÷totally destroyedÛ÷ and the bodies burnt beyond recognition. Casualty reports have varied but a clear picture of the strike emerged in the months after the attack.,52093bda8d8b4098c5038411,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Qayfa,[],2,YEM135,13.986689,,4-Feb,Yemen,4,469,0-2,3.37694E+17,45.574143,Al Bayda Province,0-2,2013-01-23T00:00:00.000Z,"A second possible drone strike of the day killed two or four people according to conflicting media reports. The Los Angeles Times reported the strike hit two motorcycles ÛÒ its intended target ÛÒ and killing the alleged militants. However anonymous sources gave a contradictory account to Xinhua. They said the strike missed the bikes, hitting a house belonging to Abdu Mohammed al-Jarrah. Two of his children were reportedly killed and three more family members injured.",52093bda8d8b4098c5038412,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,0-3,[u'']
Spinwam,[],3,Ob311,32.95826549,,6-Mar,Pakistan,5,470,,3.37696E+17,70.24108887,North Waziristan,0-2,2013-02-06T00:00:00.000Z,"CIA drones destroyed a house and killed at least 3. Between two and six missiles reportedly hit a building, which caught fire.",52093bda8d8b4098c5038413,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,1,[u'']
Babar Ghar,[],6,Ob312,32.65389,,9-Jun,Pakistan,9,471,0,3.37697E+17,70.19083,South Waziristan,0,2013-02-08T00:00:00.000Z,"CIA drones destroyed a house, killing at least 6, in an area reportedly dominated by the TTP.",52093bda8d8b4098c5038414,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,6,[u'']
Datta Khel,[],1,Ob313,33.151242,,3-Jan,Pakistan,3,472,0,3.37698E+17,70.434707,North Waziristan,0,2013-03-10T00:00:00.000Z,"Drones kill at least one alleged militant, reportedly on horseback in North Waziristan. The horse died with its rider.",52093bda8d8b4098c5038415,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,1,[u'']
Datta Khel,[],1,Ob314,33.151242,,4-Jan,Pakistan,4,473,,3.37701E+17,70.434707,North Waziristan,0,2013-03-21T00:00:00.000Z,"Either a house or vehicle was destroyed, killing at least three alleged militants.",52093bda8d8b4098c5038416,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,1,[u'']
Datta Khel,[],4,Ob315,33.151242,,5-Apr,Pakistan,5,474,0,3.37703E+17,70.434707,North Waziristan,0,2013-04-14T00:00:00.000Z,At least four killed in first strike for 24 days. The dead were badly burnt and went unidentified after the third consecutive strike on Datta Khel set a house on fire.,52093bda8d8b4098c5038417,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,0,[u'']
Sararogha,[],4,Ob316,32.516081,,6-Apr,Pakistan,6,475,0,3.37707E+17,70.02398,South Waziristan,0,2013-04-17T00:00:00.000Z,"CIA drones destroyed a house in South Waziristan, killing at least four, the day after the ICRC's president criticised the US' drone campaign in Pakistan.",52093bda8d8b4098c5038418,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,0,[u'']
Wessab,[],4,YEM136,14.550014,,5-Apr,Yemen,5,476,,3.37713E+17,44.400374,Dhammar Province,,2013-04-17T00:00:00.000Z,"Five alleged al Qaeda militants were killed in the first US drone strike in almost three months. Journalist and activist Farea al Muslimi, a native of Wessab, contested the depiction of al Radami as an al Qaeda commander, although he also reported the view that al Rademi could easily have been arrested. Al Muslimi posted updates to Twitter from Sanaa as information came to him from friends and family in Wessab. And he said most people he spoke to said al Radami was not a part of AQAP. Al Muslimi: ""In an area like Wessab, there is nothing easier than capturing a man like al-Radmi. Two police officers would have been more than capable of arresting him.""",52093bda8d8b4098c5038419,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,"[u'Hamid al Radami, Mukram Ali Ahmed Hamoud al Haj, Najem Addin Ali Abdullah al Raai, Ghazi Hamoud al Imad, Ismael al Magdishi']"
Wadi Abida,[],2,YEM137,15.519499,,2,Yemen,2,477,,3.37726E+17,45.317648,Marib Province,,2013-04-21T00:00:00.000Z,A dawn strike on a house in Marib province reportedly killed two alleged al Qaeda militants and wounded up to three others. Local media reported a Saudi and an Egyptian were killed while a woman and child were injured.,52093bda8d8b4098c503841a,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,3-Feb,[u'']
Al Mahfad,[],4,YEM138,14.037734,,7-Apr,Yemen,7,478,,3.37735E+17,46.767517,Abyan Province,,2013-05-18T00:00:00.000Z,"US drones reportedly destroyed a truck filled with explosives, killed at least four people. The dead were allegedly militants although a Û÷local dignitaryÛ÷ told AFP he could not say whether the four Û÷were Islamist militantsÛª.",52093bda8d8b4098c503841b,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,Some,[u'']
Radaa,[],2,YEM139,14.410844,,2,Yemen,2,479,,3.37753E+17,44.840248,Al Bayda Province,,2013-05-20T00:00:00.000Z,The second strike in three days killed two men in central Yemen. Two alleged al Qaeda members were killed Û÷as they left a farm on a motorbikeÛª according to YemenÛªs defence ministry website.,52093bda8d8b4098c503841c,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
"Chashma village, near Miranshah",[],4,Ob317,32.97742,,7-Apr,Pakistan,7,480,,3.39608E+17,70.08634,North Waziristan,,2013-05-29T00:00:00.000Z,The Pakistan TalibanÛªs second in command Wali ur Rehman was reportedly killed in the first CIA strike in Pakistan for 42 days. At least three other people were killed in the attack in the Miranshah area of North Waziristan.,52093bda8d8b4098c503841d,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,4-Jan,[u'']
Al Mahfad,[],7,YEM140,14.03382,,8-Jul,Yemen,8,481,,3.41269E+17,46.786228,Abyan Province,,2013-06-01T00:00:00.000Z,Two vehicles carrying alleged AQAP militants were destroyed in either two separate strikes or single strike by a pair of aircraft. At least seven people were killed in the attack. Anonymous and named Yemen officials have said US drones carried out the strike.,52093bda8d8b4098c503841e,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,3-Feb,[u'']
Shawal,[],7,Ob318,32.779193,,7,Pakistan,7,482,,3.43067E+17,69.873047,North Waziristan,,2013-06-07T00:00:00.000Z,"A night-time strike reportedly killed seven alleged militants and wounded others on the border of North and South Waziristan, Pakistani intelligence officials said. 'The US drone fired two missiles targeting a militant compound and killing at least seven militants,' an unnamed senior intelligence official told AFP.",52093bda8d8b4098c503841f,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,4-Mar,[u'']
Al Mahashma or Khab al-Shath,[],2,YEM141,16.696709,,6-Feb,Yemen,6,483,0-1,3.43754E+17,45.109863,Al Jawf Province,0-2,2013-06-09T00:00:00.000Z,"Multiple missiles struck a vehicle in the northern province of al Jawf, killing between two and six alleged militants. A local reporter tweeted that Huraydan had died alongside two relatives, including his 10-year-old brother.",52093bda8d8b4098c5038420,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Miranshah,[],16,Ob319,33.0020414,,16-18,Pakistan,18,484,,3.52402E+17,70.06084442,North Waziristan,,2013-07-03T00:00:00.000Z,At least 16 people were killed when CIA drones hit a house and a vehicle in or around the Miranshah bazaar. Casualty figures were low in initial reports but rose as the day wore on. By around 11am local time Reuters and AFP were reporting 17 killed in the strike.,52093bda8d8b4098c5038421,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,5-Feb,[u'']
Mosaki,[],2,Ob320,32.99988191,,3-Feb,Pakistan,3,485,,3.56147E+17,70.34082413,North Waziristan,,2013-07-13T00:00:00.000Z,"A drone strike killed two alleged militants riding on a motorcycle and damaged nearby buildings in the village of Mosaki, near Mir Ali.",52093bda8d8b4098c5038422,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,,[u'']
Al Mahfad,[],4,YEM142,14.037317,,9-Apr,Yemen,9,486,,3.61559E+17,46.768633,Abyan Province,,2013-07-27T00:00:00.000Z,A night-time strike on two vehicles travelling in convoy reportedly killed at least four alleged militants in the al Mahfad district of Abyan province; some sources put the death toll as high as eight. It was the first reported attack in seven weeks.,52093bda8d8b4098c5038423,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Shawal,[],5,Ob321,32.779193,,8-May,Pakistan,8,487,,3.61594E+17,69.873047,North Waziristan,,2013-07-28T00:00:00.000Z,"A drone fired missiles at a home in the Shawal Valley, killing at least five alleged militants, with some reports suggesting eight had died. News reports carried different, apparently contradictory narratives of the strike. Locals told NBC the drone struck as a group gathered for Iftar dinner ÛÒ the breaking of the fast that takes place each night during Ramadan.ÛªThe militants, including Arab fighters, were having an Iftar dinner in the compound when the drone fired two missiles. Later, an hour after the drone had disappeared, a group of militants arrived and started pulling out bodies,Ûª ",52093bda8d8b4098c5038424,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,4-Mar,[u'']
Al Saeed,[],3,YEM143,14.588566,,4-Mar,Yemen,4,488,,3.62283E+17,46.332241,Shabwah Province,,2013-07-30T00:00:00.000Z,"A suspected US drone strike killed three people in a vehicle in the southern province of Shabwa. Two Yemenis and one Saudi Arabian, all alleged militants, were killed.",52093bda8d8b4098c5038425,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Wadi Ser,[],3,YEM144,15.904444,,5-Mar,Yemen,5,489,1,3.62922E+17,48.568056,Hadhramaut Province,,2013-08-01T00:00:00.000Z,A suspected US drone killed at least four people on the day YemenÛªs President Hadi visited the White House to discuss counter-terrorism and political reform. It was the third strike in a week.,52093bda8d8b4098c5038426,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,3,[u'']
Wadi Abeeda,[],4,YEM145,15.519499,,4,Yemen,4,490,,3.6474E+17,45.317648,Marib Province,,2013-08-06T00:00:00.000Z,"Four alleged AQAP militants were killed in a suspected drone strike. The men were killed when as many as five missiles hit their vehicle as they drove through the central province of Marib in the early hours. All four in the car were Yemeni and the attack Û÷turned [the vehicle] into a ball of fireÛ÷, a tribal source told AFP.",52093bda8d8b4098c5038427,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Markha,[],6,YEM146,14.98284,,8-Jun,Yemen,8,491,,3.64984E+17,46.59975,Shabwah Province,,2013-08-07T00:00:00.000Z,"At least six people were killed in the early hours in the second strike in two days and fifth inside two weeks. A drone fired at least six missiles at two cars in a remote area, witnesses and local officials told Reuters. Local residents said they saw two vehicles and several bodies on fire at the scene. One of the dead, Sarhan al Thamlaqi, was named by local paper Yemen Post. He was reportedly not on a list of 25 AQAP operatives wanted for planning operations in Sanaa and other Yemeni provinces.",52093bda8d8b4098c5038428,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,Some,[u'']
Wadi Abeeda,[],4,YEM147,15.51948,,8-Apr,Yemen,8,492,,3.65515E+17,45.317652,Marib Province,0-2,2013-08-08T00:00:00.000Z,"Up to six people were reported killed in the third air strike in three days and sixth in under two weeks ÛÒ a frequency of strikes not seen since the start of the year. The strike destroyed one or two vehicles at dawn ÛÒ according to Yemeni media one vehicle was destroyed, killing four, and the second escaped the attack. Reuters reported two drones took part in the attack, remaining over the strike area for Û÷a while after the attackÛª. A Yemeni official told the Associated Press the bodies were seen lying charred alongside their vehicle. The anonymous source said five of the dead were Yemeni while the sixth was of another Arab nationality. However local security officials told CNN only four of the dead had links to AQAP ÛÒ two were civilians.",52093bda8d8b4098c5038429,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Al Oyoun,[],2,YEM148,14.635202,,3-Feb,Yemen,3,493,,3.65532E+17,49.008491,Hadhramaut Province,,2013-08-08T00:00:00.000Z,"At least two people were killed in the second strike of the day. The attack hit at around 4pm local time, destroying a car, reportedly a Toyota Hilux. It was travelling through the eastern province of Hadramout. Witnesses reported seeing drones hovering over the area since dawn.",52093bda8d8b4098c503842a,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Al Qatn,[],3,YEM149,15.840861,,5-Mar,Yemen,5,494,,3.6558E+17,48.483724,Hadhramaut Province,,2013-08-08T00:00:00.000Z,"At least three people were killed in a night strike on Hadramout ÛÒ the third strike in three days. An unnamed official told CNN one of the three dead was a member of al Qaeda. However Yemeni officials told BBC Arabic that four alleged militants were killed in Wadi al Jadd. And Reuters reported three men were killed as they travelled in a vehicle in an area called Ghail Bawazeer. Residents heard a large explosion and later saw the car destroyed, the agency reported. Anonymous US officials confirmed drones carried out the attack. ",52093bda8d8b4098c503842b,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Al Askariya,[],2,YEM150,13.232191,,5-Feb,Yemen,5,495,,3.66288E+17,44.777508,Lahj Province,,2013-08-10T00:00:00.000Z,"US drones returned for the ninth time in 13 days killing at least two alleged al Qaeda militants. The men were travelling in a vehicle through Lahj province when the drones struck. Some reports said the attack targeted two vehicles, which were transporting weapons. The drones either destroyed both or one vehicle managed to escape, depending on the report. The attack came late in the evening in a mountainous area of the province. Activist and journalist Farea al-Muslimi later tweeted that three civilian bystanders were injured, and provided their names: Sidki Muhammed Ali, Ali Abdullah Hassan, and Fahmi Ahmed Hassan.",52093bda8d8b4098c503842c,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,5-Feb,[u'']
,[],2,YEM150c,16.1532,,2,Yemen,2,496,,3.67682E+17,43.1867,Shabwah Province,,2013-08-12T00:00:00.000Z,"Reuters is currently the only western news outlet reporting a late-night drone strike in Shabwa province. A local official told the agency a suspected US drone attacked a vehicle. Û÷The car was completely obliterated and the two men inside it were killed,Ûª he said. There was no information about the identity of the dead men, although Reuters described them as Û÷suspected Islamist militantsÛª. Locals also mentioned rumours of the strike on Twitter.",520bb22c8d8b4098c503842d,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Manasseh,[],4,YEM151,14.099622,,6-Apr,Yemen,6,497,,3.73486E+17,45.432054,Al Bayda Province,,2013-08-30T00:00:00.000Z,"A senior militant leader was targeted and killed in a pre-dawn strike. Suspected US drones attacked a vehicle between midnight and 2am, killing both occupants including senior leader Qaid Ahmad Nasser al Dhahab. Sources alleged US drones destroyed the vehicle killing two before returning to hit the target again, killing at least two more.",522a287f8d8b4098c503842e,http://www.thebureauinvestigates.com/2013/01/03/yemen-reported-us-covert-actions-2013/,,[u'']
Hassokhel,[],3,Ob321,32.96201033,,4-Mar,Pakistan,4,498,,3.73923E+17,70.33344269,North Waziristan,,2013-08-31T00:00:00.000Z,"At least three alleged militants were killed in an attack on what was reported to be either a vehicle near a seminary or a house in the Mir Ali area. One person was reported critically injured and taken to Mir Ali hospital. The strike, which took place at around 12.30pm, Û÷destroyed the vehicle and severely damaged the walls of the seminary.Ûª",522a287f8d8b4098c503842f,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,1,[u'']
Darga Mandi,[],5,Ob322,33.04694673,,7-May,Pakistan,7,499,,3.75732E+17,70.02033234,North Waziristan,,2013-09-06T00:00:00.000Z,At least five alleged militants were killed in the second drone strike in a week. Two or three missiles were fired on a house intelligence sources said belonged to the Haqqani Network in an area was reportedly under Haqqani control. Anonymous intelligence officials also said Û÷seven badly burnt and mutilated bodies were pulled from the wreckage after the drones disappearedÛª.,522a28808d8b4098c5038430,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,4-Mar,[u'']
Shawal,[],6,Ob323,32.7026315,,7-Jun,Pakistan,7,500,,3.82579E+17,69.9816857,North/South Waziristan border,,2013-09-22T00:00:00.000Z,"At least six people died in the first CIA drone strike for 16 days. Four missiles reportedly hit two houses. The identify of those killed was not immediately known, an anonymous Pakistani official said. Local TV news reportedly said the strike hit at 3pm local time. The houses were 'reduced to debris'.",524446378d8b4098c5038431,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,4-Feb,[u'']
Darga Mandi,[],3,Ob324,33.04694673,,6-Mar,Pakistan,6,501,,3.84357E+17,70.02033234,North Waziristan,,2013-09-29T00:00:00.000Z,At least three were killed when drones fired missiles on a house in North Waziristan. The strike hit around 11am local time; the house was destroyed. This was the second drone strike on Darga Mandi this month.,5249adc38d8b4098c5038432,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,3-Jan,[u'']
Datta Khel,[],2,Ob325,33.02133047,,4-Feb,Pakistan,4,502,,3.84692E+17,69.82566833,North Waziristan,,2013-09-30T00:00:00.000Z,"Drones hit North Waziristan for the second time in 24 hours, killing at least three. The drones again targeted a house, at about 4am local time according to one report.",5249adc38d8b4098c5038433,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,4-Feb,[u'']
Jilib,[],2,SOM025,0.4932,,2,Somalia,2,503,,3.94865E+17,42.77408,Middle Jubba,,2013-10-28T00:00:00.000Z,"Two people were killed in an attack on a vehicle. Four witnesses reportedly said the men were militants and were Somali. One was reportedly Ibrahim Ali Abdi (aka Anta Anta), a senior al Shabaab commander responsible for several bomb attacks in the country. Abu Mohamed, an al Shabaab militant, also said Abdi was among the dead. ",526e9eee8d8b4098c5038437,http://www.thebureauinvestigates.com/2012/02/22/get-the-data-somalias-hidden-war/,,[u'']
Zafar area of Miranshah,[],0,Ob326,33.0017,,0-5,Pakistan,5,504,,3.95664E+17,70.0673,North Waziristan,,2013-10-31T00:00:00.000Z,"US drones killed up to five and injured three more in the first strike for a month,. The unmanned aircraft targeted a house and car in or near a bazaar in Miranshah, the capital of North Waziristan.",52742cbd8d8b4098c503843e,http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/,3,[u'']
